organism_group,antibiotic,n_isolates,pct_susceptible,pct_intermediate,pct_resistant
Staphylococcus pseudintermedius,enrofloxacin,5,60.0,0.0,40.0
Staphylococcus pseudintermedius,erythromycin,5,20.0,0.0,80.0
Staphylococcus pseudintermedius,gentamicin,5,60.0,0.0,40.0
Staphylococcus pseudintermedius,mupirocin,5,100.0,0.0,0.0
Staphylococcus pseudintermedius,oxacillin,5,40.0,0.0,60.0
Staphylococcus pseudintermedius,trimethoprim-sulfamethoxazole,5,20.0,0.0,80.0
Stenotrophomonas maltophilia,chloramphenicol,3,33.3,66.7,0.0
Stenotrophomonas maltophilia,trimethoprim-sulfamethoxazole,28,10.7,71.4,17.9
Streptococcus agalactiae,daptomycin,5,100.0,0.0,0.0
Streptococcus agalactiae,levofloxacin,10,100.0,0.0,0.0
Streptococcus agalactiae,linezolid,10,100.0,0.0,0.0
Streptococcus agalactiae,moxifloxacin,5,100.0,0.0,0.0
Streptococcus agalactiae,penicillin,5,100.0,0.0,0.0
Streptococcus agalactiae,tetracycline,6,100.0,0.0,0.0
Streptococcus agalactiae,tigecycline,5,100.0,0.0,0.0
Streptococcus agalactiae,vancomycin,10,100.0,0.0,0.0
Streptococcus pneumoniae,amoxicillin,167,92.8,4.8,2.4
Streptococcus pneumoniae,benzylpenicillin,74,21.6,43.2,35.1
Streptococcus pneumoniae,cefotaxime,166,98.2,1.8,0.0
Streptococcus pneumoniae,ceftriaxone,241,85.9,12.0,2.1
Streptococcus pneumoniae,cefuroxime,166,89.8,0.6,9.6
Streptococcus pneumoniae,chloramphenicol,166,98.2,0.0,1.8
Streptococcus pneumoniae,ciprofloxacin,166,100.0,0.0,0.0
Streptococcus pneumoniae,clindamycin,303,96.0,0.3,3.6
Streptococcus pneumoniae,erythromycin,304,71.7,0.3,28.0
Streptococcus pneumoniae,levofloxacin,166,100.0,0.0,0.0
Streptococcus pneumoniae,linezolid,166,100.0,0.0,0.0
Streptococcus pneumoniae,meropenem,167,90.4,4.2,5.4
Streptococcus pneumoniae,penicillin,303,97.7,1.3,1.0
Streptococcus pneumoniae,rifampin,166,100.0,0.0,0.0
Streptococcus pneumoniae,synercid,166,100.0,0.0,0.0
Streptococcus pneumoniae,tetracycline,303,93.4,0.3,6.3
Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,303,82.2,13.5,4.3
Streptococcus pneumoniae,vancomycin,240,100.0,0.0,0.0
Streptococcus pyogenes,amoxicillin,27,100.0,0.0,0.0
Streptococcus pyogenes,clindamycin,27,92.6,0.0,7.4
Streptococcus pyogenes,erythromycin,27,92.6,0.0,7.4
Streptococcus pyogenes,penicillin,27,100.0,0.0,0.0
Vibrio metschnikovii,amoxicillin-clavulanic acid,3,100.0,0.0,0.0
Vibrio metschnikovii,ampicillin,3,33.3,0.0,66.7
Vibrio metschnikovii,cefoxitin,3,100.0,0.0,0.0
Vibrio metschnikovii,ciprofloxacin,3,100.0,0.0,0.0
Vibrio metschnikovii,gentamicin,3,100.0,0.0,0.0
Vibrio metschnikovii,meropenem,3,100.0,0.0,0.0
Vibrio metschnikovii,tetracycline,3,100.0,0.0,0.0
Vibrio metschnikovii,trimethoprim-sulfamethoxazole,3,100.0,0.0,0.0
Vibrio parahaemolyticus,amoxicillin-clavulanic acid,9,100.0,0.0,0.0
Vibrio parahaemolyticus,ampicillin,9,33.3,0.0,66.7
Vibrio parahaemolyticus,cefoxitin,9,100.0,0.0,0.0
Vibrio parahaemolyticus,ciprofloxacin,9,100.0,0.0,0.0
Vibrio parahaemolyticus,gentamicin,9,100.0,0.0,0.0
Vibrio parahaemolyticus,meropenem,9,100.0,0.0,0.0
Vibrio parahaemolyticus,tetracycline,9,77.8,0.0,22.2
Vibrio parahaemolyticus,trimethoprim-sulfamethoxazole,9,100.0,0.0,0.0
